"Toggle auto-print mode","Bật/Tắt chế độ in tự động",""
"Toggle quantity input mode","Thay đổi chế độ nhập số lượng",""
"Open cash drawer","Mở két tiền",""
"Customer payment","Khách thanh toán",""
"Payment","Thanh toán",""
"Scan electronic scale barcode","Quét mã vạch cân điện tử",""
"Full screen","Toàn màn hình",""
"Show keyboard shortcuts","Xem phím tắt",""
"Edit product quantity","Thay đổi số lượng sản phẩm",""
"Increase product quantity","Tăng số lượng sản phẩm",""
"Decrease product quantity","Giảm số lượng sản phẩm",""
"Move to next product","Di chuyển xuống sản phẩm tiếp theo",""
"Move to previous product","Di chuyển lên sản phẩm phía trên",""
"Auto-print enabled","Đã bật in tự động",""
"Auto-print disabled","Đã tắt in tự động",""
"Auto-print is configured in POS Profile settings ({0})","Chế độ in tự động được cấu hình trong POS Profile ({0})",""
"Count by denomination","Đếm theo mệnh giá",""
"Enter quantity for each bill/coin denomination","Nhập số lượng từng mệnh giá tiền",""
"Blind Shift Closure","Chốt ca mù",""
"Hide theoretical/expected amounts from cashiers during shift close. Cashiers only count and enter actual amounts.","Ẩn số tiền lý thuyết/kỳ vọng khỏi nhân viên khi đóng ca. Nhân viên chỉ đếm và nhập số tiền thực tế.",""
"Count cash by denomination and enter actual amounts for each payment method","Đếm tiền mặt theo mệnh giá và nhập số tiền thực tế cho từng phương thức thanh toán",""
"Loading VNPost Pay...","Đang tải VNPost Pay...",""
"Scan QR code with your banking app","Quét mã QR bằng ứng dụng ngân hàng",""
